date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:42:31	13779/13779	---MCZ	200	added ('OK')	text/css	etag:W/%2218916-1664388628000%22	https://www.shipito.com/styles/v2/landingpage.css	D:/shipito/shipito/www.shipito.com/styles/v2/landingpage.css	(from https://www.shipito.com/fr/)
14:42:31	17833/17833	---MCZ	200	added ('OK')	text/css	etag:W/%2223569-1690395312000%22	https://www.shipito.com/styles/v2/calculator.css	D:/shipito/shipito/www.shipito.com/styles/v2/calculator.css	(from https://www.shipito.com/fr/)
14:42:31	26053/26053	---MCZ	200	added ('OK')	text/css	etag:W/%2226053-1647543193000%22	https://www.shipito.com/styles/v2/aos.css	D:/shipito/shipito/www.shipito.com/styles/v2/aos.css	(from https://www.shipito.com/fr/)
14:42:33	80859/80859	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:31%20GMT	https://www.shipito.com/fr/signup	D:/shipito/shipito/www.shipito.com/fr/signup.html	(from https://www.shipito.com/fr/)
14:42:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jan%202024%2013:42:32%20GMT	https://www.shipito.com/fr/blog	D:/shipito/shipito/www.shipito.com/fr/blog	(from https://www.shipito.com/fr/)
14:42:34	130194/130194	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:33%20GMT	https://www.shipito.com/fr/shipping-calculator	D:/shipito/shipito/www.shipito.com/fr/shipping-calculator.html	(from https://www.shipito.com/fr/)
14:42:35	113413/113413	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:34%20GMT	https://www.shipito.com/fr/shipito-rewards	D:/shipito/shipito/www.shipito.com/fr/shipito-rewards.html	(from https://www.shipito.com/fr/)
14:42:36	84145/84145	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:35%20GMT	https://www.shipito.com/fr/shipito-for-business	D:/shipito/shipito/www.shipito.com/fr/shipito-for-business.html	(from https://www.shipito.com/fr/)
14:42:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jan%202024%2013:42:36%20GMT	https://www.shipito.com/fr/shipito-forwarding-service	D:/shipito/shipito/www.shipito.com/fr/shipito-forwarding-service	(from https://www.shipito.com/fr/)
14:42:38	83952/83952	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:37%20GMT	https://www.shipito.com/fr/shipito-pricing	D:/shipito/shipito/www.shipito.com/fr/shipito-pricing.html	(from https://www.shipito.com/fr/)
14:42:39	70874/70874	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:38%20GMT	https://www.shipito.com/fr/help/faq	D:/shipito/shipito/www.shipito.com/fr/help/faq.html	(from https://www.shipito.com/fr/)
14:42:40	138081/138081	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:39%20GMT	https://www.shipito.com/fr/help/postage	D:/shipito/shipito/www.shipito.com/fr/help/postage.html	(from https://www.shipito.com/fr/)
14:42:40	138194/138194	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:39%20GMT	https://www.shipito.com/fr/help/tutorials/prohibited-items	D:/shipito/shipito/www.shipito.com/fr/help/tutorials/prohibited-items.html	(from https://www.shipito.com/fr/)
14:42:41	74276/74276	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:40%20GMT	https://www.shipito.com/fr/services/what-is-shipito	D:/shipito/shipito/www.shipito.com/fr/services/what-is-shipito.html	(from https://www.shipito.com/fr/)
14:42:42	107858/107858	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:41%20GMT	https://www.shipito.com/fr/help/locations	D:/shipito/shipito/www.shipito.com/fr/help/locations.html	(from https://www.shipito.com/fr/)
14:42:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jan%202024%2013:42:41%20GMT	https://www.shipito.com/fr/blog	D:/shipito/shipito/www.shipito.com/fr/blog	(from https://www.shipito.com/fr/)
14:42:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jan%202024%2013:42:42%20GMT	https://www.shipito.com/fr/newsroom	D:/shipito/shipito/www.shipito.com/fr/newsroom	(from https://www.shipito.com/fr/)
14:42:44	86056/86056	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2013:42:43%20GMT	https://www.shipito.com/fr/shipito-reviews	D:/shipito/shipito/www.shipito.com/fr/shipito-reviews.html	(from https://www.shipito.com/fr/)
